,index,id,target,enzyme,pathway,smile,name
203,203,DB00254,P0A7X3|P0A7V8|Q9UM07|P61769,P08684,hsa:23569|hsa:567,[H][C@@]12[C@@H](C)C3=CC=CC(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O,Doxycycline
204,204,DB01218,Q12809|P46925,P10635|P08684|P20815|P10632,hsa:3757,CCCCN(CCCC)CCC(O)C1=C2C=CC(=CC2=C2C=C(Cl)C=C(Cl)C2=C1)C(F)(F)F,Halofantrine
205,205,DB08827,P55157,P08684,hsa:4547,FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)C2=C(C=CC=C2)C2=CC=C(C=C2)C(F)(F)F)C2=CC=CC=C2C2=CC=CC=C12,Lomitapide
206,206,DB01024,P20839|P12268,P22309|O60656|P16662|Q9HAW7|P19224,hsa:3614|hsa:3615,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C,Mycophenolicacid
207,207,DB12364,P00742,P00734,hsa:2159,COC1=CC=C(NC(=O)C2=CC=C(C=C2)C(=N)N(C)C)C(=C1)C(=O)NC1=CC=C(Cl)C=N1,Betrixaban
208,208,DB00035,P30518|P37288|P47901,P23219|P35354,hsa:554|hsa:552|hsa:553,NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)NCC(N)=O,Desmopressin
209,209,DB00470,P21554|P34972,P08684|P11712|P33261|P23219|P04798|P11509,hsa:1268|hsa:1269,[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=C2C(O)=CC(CCCCC)=C1,Dronabinol
210,210,DB00564,Q14524|P43681|P17787|O75469,P08684|P10632|P05177|P11712|P33261|P20813|P20815|P24462|P16662,hsa:6331|hsa:1137|hsa:1141|hsa:8856,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,Carbamazepine
211,211,DB00598,P08588|P07550|BE0004863,P10635,hsa:153|hsa:154,CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1,Labetalol
212,212,DB06216,P14416|P28223|P08908|P28222|P41595|P28335|P47898|P50406|P34969|P08913|P18089|P18825|P35348|P21728|P35462|P21917|P35367|P25021|P08588|P07550,P05177|P10635|P22310|P08684,hsa:1813|hsa:3356|hsa:3350|hsa:3351|hsa:3357|hsa:3358|hsa:3361|hsa:3362|hsa:3363|hsa:150|hsa:151|hsa:152|hsa:148|hsa:1812|hsa:1814|hsa:1815|hsa:3269|hsa:3274|hsa:153|hsa:154,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,Asenapine
213,213,DB00773,P11388|Q02880,P08684|P05177|P10632|P05181|P20815|P22309|P30711|P09211|P35354|P23219,hsa:7153|hsa:7155,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O,Etoposide
214,214,DB05351,P20648|P51164,P33261|P08684,hsa:495|hsa:496,CC1=C(OCC(F)(F)F)C=CN=C1C[S@@](=O)C1=NC2=CC=CC=C2N1,Dexlansoprazole
215,215,DB01149,P28223|P28335|P31645|P08908|P23975|Q01959|P35368|P08913|P35348|Q12809,P20815|P24462|P08684|Q14097|P10635|P05177,hsa:3356|hsa:3358|hsa:6532|hsa:3350|hsa:6530|hsa:6531|hsa:147|hsa:150|hsa:148|hsa:3757,CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1,Nefazodone
216,216,DB00903,P05023|Q13621|Q9UJU2|P09211,P09210,hsa:476|hsa:6557|hsa:51176|hsa:2950,CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1,Etacrynicacid
217,217,DB09063,Q9UM73,P08684|P11712,hsa:238,CC(C)OC1=C(NC2=NC=C(Cl)C(N2)=NC2=CC=CC=C2S(=O)(=O)C(C)C)C=C(C)C(=C1)C1CCNCC1,Ceritinib
218,218,DB13074,Q92847,P08684,hsa:2693,CC(C)(N)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)NC=O,Macimorelin
219,219,DB06730,Q6QNK2,P20815|P24462,hsa:283383,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1C=C[C@@]2(O)C#C,Gestodene
220,220,DB00724,Q9NYK1|Q9NR97,P05177|P08684,hsa:51284|hsa:51311,CC(C)CN1C=NC2=C1C1=C(C=CC=C1)N=C2N,Imiquimod
221,221,DB01137,P43702|P43700|P11388,P05177|P08684,hsa:7153,C[C@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1,Levofloxacin
222,222,DB06282,P35367,P08684,hsa:3269,OC(=O)COCCN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1,Levocetirizine
223,223,DB13139,P07550,P08684|P10635,hsa:154,CC(C)(C)NC[C@H](O)C1=CC(CO)=C(O)C=C1,Levosalbutamol
224,224,DB01166,Q14432,P20815|P24462|P33261|P08684|P05177|P10635,hsa:5139,O=C1CCC2=C(N1)C=CC(OCCCCC1=NN=NN1C1CCCCC1)=C2,Cilostazol
225,225,DB09026,P00797,P08684,hsa:5972,COCCCOC1=C(OC)C=CC(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)=C1,Aliskiren
226,226,DB00678,P30556,P11712|P08684|P20815|P10632|P33261|P05177|P22309|P35503|Q9HAW8|P16662|O75795,hsa:185,CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,Losartan
227,227,DB00949,Q13224|Q8TCU5|Q12879,P08684|P33261|P05181,hsa:2904|hsa:116443|hsa:2903,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1,Felbamate
228,228,DB06789,P06401,P08684|P20815|P33261,hsa:5241,[H][C@@]12CC[C@](OC(=O)CCCCC)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,Hydroxyprogesteronecaproate
229,229,DB06413,Q01959,P33261|P08684|P20815|P05177|P20813|P11712,hsa:6531,NC(=O)C[S@@](=O)C(C1=CC=CC=C1)C1=CC=CC=C1,Armodafinil
230,230,DB01023,Q13936|P54289|Q08289|Q01668|Q13698|O95180|Q9NY47|P0DP23|Q01064|P54750|P08235|P02585|P63316,P08684|P20815|P24462|P10632|P11712|P10635,"hsa:775|hsa:781|hsa:783|hsa:776|hsa:779|hsa:8912|hsa:9254|hsa:801,hsa:805,hsa:808|hsa:5153|hsa:5136|hsa:4306|hsa:7125|hsa:7134",CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC,Felodipine
231,231,DB00321,P23975|P31645|P28223|P08908|P41143|P41145|P04629|Q16620|P35348|P25100|P08913|P35367|P11229|P08172|P20309|P08173|P08912|O43526|Q09470|Q9NZV8|Q9UK17|P25021|Q9H3N8|Q99720|P28335|P35368|P34969|P28221|P35372|P28222|P50406|O43525|BE0004872,P10635|P05177|P33261|P11712|P08684|P20815|P20813|P10632|P05181,hsa:6530|hsa:6532|hsa:3356|hsa:3350|hsa:4985|hsa:4986|hsa:4914|hsa:4915|hsa:148|hsa:146|hsa:150|hsa:3269|hsa:1128|hsa:1129|hsa:1131|hsa:1132|hsa:1133|hsa:3785|hsa:3736|hsa:3751|hsa:3752|hsa:3274|hsa:59340|hsa:10280|hsa:3358|hsa:147|hsa:3363|hsa:3352|hsa:4988|hsa:3351|hsa:3362|hsa:3786,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,Amitriptyline
232,232,DB00990,P11511,P08684|P11511,hsa:1588,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC(=C)C2=CC(=O)C=C[C@]12C,Exemestane
233,233,DB01065,P48039|P49286|P03372|Q92753|P0DP23|P05164|P11678|P27797|P46597|P16083,P04798|P05177|Q16678|P33261|P11712|P46597|P14902|P05164|P11511,"hsa:4543|hsa:4544|hsa:2099|hsa:801,hsa:805,hsa:808|hsa:4353|hsa:8288|hsa:811|hsa:438|hsa:4835",COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,Melatonin
234,234,DB00696,P28221|P28222|P28223|P14416|P35348|P35368|P25100|P08913|P18089|P23975|BE0004889|P08908|P30939|P28335|P41595,P08684|P05177,hsa:3352|hsa:3351|hsa:3356|hsa:1813|hsa:148|hsa:147|hsa:146|hsa:150|hsa:151|hsa:6530|hsa:3350|hsa:3355|hsa:3358|hsa:3357,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O,Ergotamine
235,235,DB08882,P27487,P08684,hsa:1803,CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=C(C=CC=C3)C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1,Linagliptin
236,236,DB01193,P08588|P07550,P10635,hsa:153|hsa:154,CCCC(=O)NC1=CC=C(OCC(O)CNC(C)C)C(=C1)C(C)=O,Acebutolol
237,237,DB00813,P35372|P41143|P41145,P08684|P20815|P24462,hsa:4988|hsa:4985|hsa:4986,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,Fentanyl
238,238,DB01028,P14867|P42261|P23415|P98194|Q09470|P30049|P03886|BE0004797,P05181|P05177|P11509|P20813|P11712|P10635|P08684,hsa:2554|hsa:2890|hsa:2741|hsa:27032|hsa:3736|hsa:513|hsa:4535,COC(F)(F)C(Cl)Cl,Methoxyflurane
239,239,DB00704,P41143|P35372|P41145|Q5T1J1,P22309,hsa:4985|hsa:4988|hsa:4986,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O,Naltrexone
240,240,DB00753,P14867|P98194|P23415|P42261|Q09470|P30049|P0DP23|BE0004797,P05181|P20813|P03886,"hsa:2554|hsa:27032|hsa:2741|hsa:2890|hsa:3736|hsa:513|hsa:801,hsa:805,hsa:808",FC(F)OC(Cl)C(F)(F)F,Isoflurane
241,241,DB01418,Q9BQB6,P11712|P05177|P33261|P08684,hsa:79001,CC(=O)CC(C1=CC=C(C=C1)[N+]([O-])=O)C1=C(O)C2=CC=CC=C2OC1=O,Acenocoumarol
242,242,DB00703,P00915|P00918|P22748|P43166|P07451,P33261|P11712|P10635|P05181|P08684,hsa:759|hsa:760|hsa:762|hsa:766|hsa:761,CN1N=C(S\C1=N\C(C)=O)S(N)(=O)=O,Methazolamide
243,243,DB00968,P08913|P20711,P21964,hsa:150|hsa:1644,C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O,Methyldopa
244,244,DB00847,P61278|P49146,P05164,hsa:6750|hsa:4887,NCCS,Cysteamine
245,245,DB00841,P08588|P07550|BE0004864|P03372,P21964,hsa:153|hsa:154|hsa:2099,CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1,Dobutamine
246,246,DB00921,P35372|P41145|P41143|P41146,P08684|P20815|P11712|P10632|P24462|O60656|P10635|P33260|P33261|P05177|P11509,hsa:4988|hsa:4986|hsa:4985|hsa:4987,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,Buprenorphine
247,247,DB01119,Q14654|P00915|P00918|P05023|Q12791|P55017,P15104,hsa:3767|hsa:759|hsa:760|hsa:476|hsa:3778|hsa:6559,CC1=NS(=O)(=O)C2=C(N1)C=CC(Cl)=C2,Diazoxide
248,248,DB01274,P07550,P10635|P33261|P11509|P11712,hsa:154,COC1=CC=C(C[C@@H](C)NC[C@H](O)C2=CC(NC=O)=C(O)C=C2)C=C1,Arformoterol
249,249,DB00437,P47989,Q06278|P47989,hsa:7498,OC1=NC=NC2=C1C=NN2,Allopurinol
250,250,DB08912,P15056|P04049|P57059|Q8NG66|P53667,P08684|P10632,hsa:673|hsa:5894|hsa:150094|hsa:79858|hsa:3984,CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1,Dabrafenib
251,251,DB01283,P35354|P23219,P11712|P33261|O60656|P05177,hsa:5743|hsa:5742,CC1=CC=C(NC2=C(Cl)C=CC=C2F)C(CC(O)=O)=C1,Lumiracoxib
252,252,DB00762,P11387|Q969P6,P08684|P20815|P20813|P24462|P22309|O60656|P23141|O00748|P06276,hsa:7150|hsa:116447,CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12,Irinotecan
253,253,DB00563,P00374,P00374|Q06278|P42898|P52209|Q05932|P04818|P31939|Q92820,hsa:1719,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,Methotrexate
254,254,DB00518,F1L7U3|Q71U36|P68371|P83223,P08684|P04798|P05177,hsa:7846|hsa:10383,CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,Albendazole
255,255,DB00353,P21728|P41595,P08684,hsa:1812|hsa:3357,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO,Methylergometrine
256,256,DB00257,P10613|O15554|O75469|Q14994,P10632|P08684|P20813|P05108|P05177|P10635|P15538|P11511|P11509|P33261|P11712|P05181|P24462,hsa:3783|hsa:8856|hsa:9970,ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1,Clotrimazole
257,257,DB04840,P23975,P10635|P04798,hsa:6530,NC(=N)N1CCC2=CC=CC=C2C1,Debrisoquin
258,258,DB06777,Q96RI1|O75469|Q8TDU6|P52895,Q02318|P08684|P16662,hsa:9971|hsa:8856|hsa:151306|hsa:1646,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,Chenodeoxycholicacid
259,259,DB00179,P09917|P04278,P51589,hsa:240|hsa:6462,C[C@@H](CC1=CC(O)=C(O)C=C1)[C@H](C)CC1=CC(O)=C(O)C=C1,Masoprocol
260,260,DB11828,P00533,P08684|P31513,hsa:1956,CCOC1=C(NC(=O)\C=C\CN(C)C)C=C2C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C(C=NC2=C1)C#N,Neratinib
261,261,DB01393,Q07869|Q03181|P37231|O75469|P19793|P28702|P48443,P04798|P10632|P08684,hsa:5465|hsa:5467|hsa:5468|hsa:8856|hsa:6256|hsa:6257|hsa:6258,CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O,Bezafibrate
262,262,DB00997,P11388|Q14978,P08684|P20813|P10635|Q16678|P16152|O75828|P14550|P42330|P15559|P47989|P29475|P35228|P29474|O75306|O75489|O75251|P16435,hsa:7153|hsa:9221,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,Doxorubicin
263,263,DB00248,P14416|P41595|P35462|P28223|P18089|P28221|P21917|P08913|P08908|P18825|P21918|P21728|P28222|P28335|P34969|P35348|P35368|P25100|P08588|P07550|BE0004889,P08684,hsa:1813|hsa:3357|hsa:1814|hsa:3356|hsa:151|hsa:3352|hsa:1815|hsa:150|hsa:3350|hsa:152|hsa:1816|hsa:1812|hsa:3351|hsa:3358|hsa:3363|hsa:148|hsa:147|hsa:146|hsa:153|hsa:154,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC,Cabergoline
264,264,DB09119,Q99571,P33261|P08684,hsa:5025,CC(=O)O[C@H]1CC2=CC=CC=C2N(C(N)=O)C2=CC=CC=C12,Eslicarbazepineacetate
265,265,DB01014,P37231|P35354|P23219|P09917,Q9FAW5,hsa:5468|hsa:5743|hsa:5742|hsa:240,OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O,Balsalazide
266,266,DB00720,P12235|P05141|P12236|BMOL0000029,P35354,hsa:291|hsa:292|hsa:293,OP(O)(=O)C(Cl)(Cl)P(O)(O)=O,Clodronicacid
267,267,DB00883,P16066,P08684|P05181,hsa:4881,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O,Isosorbidedinitrate
268,268,DB01262,P26358,P27707,hsa:1786,NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1,Decitabine
269,269,DB00889,P46098,P08684|P04798|P10635|P20815,hsa:3359,CN1N=C(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)C2=C1C=CC=C2,Granisetron
270,270,DB00805,P21397|P41595|P28223|P28335|P22303|P31645|P21728|P14416|P11229,P10635,hsa:4128|hsa:3357|hsa:3356|hsa:3358|hsa:43|hsa:6532|hsa:1812|hsa:1813|hsa:1128,CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1,Minaprine
271,271,DB08897,P11229|P08172|P20309|P08173|P08912,P06276,hsa:1128|hsa:1129|hsa:1131|hsa:1132|hsa:1133,OC(C(=O)O[C@H]1C[N+]2(CCCOC3=CC=CC=C3)CCC1CC2)(C1=CC=CS1)C1=CC=CS1,Aclidinium
272,272,DB01181,O75469,P20813|P08684|P20815|P33261|P11712|P10632|P11509|P33260|P23219|P24462,hsa:8856,ClCCNP1(=O)OCCCN1CCCl,Ifosfamide
273,273,DB01128,P10275,P08684|P33261|P11712|P10635,hsa:367,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,Bicalutamide
274,274,DB00180,P04150,P08684,hsa:2908,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,Flunisolide
275,275,DB01241,Q07869,P10632|P05177|P08684|P33261|P11712,hsa:5465,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,Gemfibrozil
276,276,DB00636,Q07869,P05181|P09210|P08684|P04798|P11509|P20813|Q02928,hsa:5465,CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1,Clofibrate
277,277,DB03128,P22303|P11229|P08172|P20309|P08173|P36544,P10635,hsa:43|hsa:1128|hsa:1129|hsa:1131|hsa:1132|hsa:1139,CC(=O)OCC[N+](C)(C)C,Acetylcholine
278,278,DB00784,P35354|P23219,P11712|P10632,hsa:5743|hsa:5742,CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1,Mefenamicacid
279,279,DB01191,P31645|P28335,P10635|P05177|P11509|P33261|P11712|P05181,hsa:6532|hsa:3358,CCN[C@@H](C)CC1=CC=CC(=C1)C(F)(F)F,Dexfenfluramine
280,280,DB00289,P23975|P31645|Q01959|BE0004956,P10635|P33261|P08684,hsa:6530|hsa:6532|hsa:6531,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,Atomoxetine
281,281,DB06695,P00734,P23141|O00748|O60656|P16662|P54855|P16083,hsa:2147,CCCCCCOC(=O)\N=C(\N)C1=CC=C(NCC2=NC3=C(C=CC(=C3)C(=O)N(CCC(=O)OCC)C3=NC=CC=C3)N2C)C=C1,Dabigatranetexilate
282,282,DB08815,P14416|P28223|P34969|P08908|P18825|P08913,P08684,hsa:1813|hsa:3356|hsa:3363|hsa:3350|hsa:152|hsa:150,[H][C@@]12[C@H]3CC[C@H](C3)[C@]1([H])C(=O)N(C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC3=CC=CC=C13)C2=O,Lurasidone
283,283,DB00629,P08913|P18089,P05177,hsa:150|hsa:151,NC(N)=NN=CC1=C(Cl)C=CC=C1Cl,Guanabenz
284,284,DB00602,O75311|P28472,P08684,hsa:8001|hsa:2562,CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)O[C@H]1[C@H](C)O[C@H](C[C@@H]1OC)O[C@H]1[C@@H](C)\C=C\C=C2/CO[C@@H]3[C@H](O)C(C)=C[C@@H](C(=O)O[C@H]4C[C@@H](C\C=C1/C)O[C@@]1(CC[C@H](C)[C@@H](C(C)C)O1)C4)[C@]23O.CC[C@@H](C)[C@H]1O[C@@]2(CC[C@@H]1C)O[C@@H]1C\C=C(C)\[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)[C@@H](C)\C=C\C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O[C@@H](C1)C2)[C@]34O,Ivermectin
285,285,DB01351,P14867|P47869|P34903|P48169|P31644|Q16445|P43681|P36544|P42262|Q13002,P11509,hsa:2554|hsa:2555|hsa:2556|hsa:2557|hsa:2558|hsa:2559|hsa:1137|hsa:1139|hsa:2891|hsa:2898,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,Amobarbital
286,286,DB11901,P10275|BE0004797,P08684|P10632|P33261|P11712,hsa:367,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F,Apalutamide
287,287,DB01161,Q9Y5Y9|Q8TCU5|Q9GZZ6|P46098|Q01959,P06276,hsa:6336|hsa:116443|hsa:57053|hsa:3359|hsa:6531,CCN(CC)CCOC(=O)C1=C(Cl)C=C(N)C=C1,Chloroprocaine
288,288,DB01559,P14867|P47869|P34903|P31644|Q8N1C3|P18507|Q99928|P18505|P47870|P28472|O14764|P78334|O00591|P24046|P28476|A8MPY1,P20813|P33260|P33261|P08684,hsa:2554|hsa:2555|hsa:2556|hsa:2558|hsa:2565|hsa:2566|hsa:2567|hsa:2560|hsa:2561|hsa:2562|hsa:2563|hsa:2564|hsa:2568|hsa:2569|hsa:2570|hsa:200959,CCC1=CC2=C(S1)N(C)C(=O)CN=C2C1=CC=CC=C1Cl,Clotiazepam
289,289,DB00446,P0ADY7|P24093|P08174,P08684|P20815|P24462|P33261|P00484|P26841|Q56148|P10632|P11712,hsa:1604,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,Chloramphenicol
290,290,DB01248,Q9H4B7|P10415|P11137|P27816|P10636|O75469,P08684|P20815|P24462|Q16678,hsa:81027|hsa:596|hsa:4133|hsa:4134|hsa:4137|hsa:8856,[H][C@@]1(C[C@@]2(O)[C@@H](OC(=O)C3=CC=CC=C3)[C@]3([H])[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C(=C1C)C2(C)C)OC(C)=O)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1,Docetaxel
291,291,DB00327,P35372|P41143|P41145,P08684|P11712|P10635|P23219|O60656,hsa:4988|hsa:4985|hsa:4986,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,Hydromorphone
292,292,DB00527,Q9Y5Y9|Q14524|P0DP23,P06276,"hsa:6336|hsa:6331|hsa:801,hsa:805,hsa:808",CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,Cinchocaine
293,293,DB01009,P23219|P35354|P25024,P11712|P10632,hsa:5742|hsa:5743|hsa:3577,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,Ketoprofen
294,294,DB00700,P08235,P08684|P20815|P24462|P19099,hsa:4306,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]1O[C@@]11[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)C(=O)OC,Eplerenone
295,295,DB01135,Q15822|P08172,P06276,hsa:1135|hsa:1129,COC1=CC(CC2C3=C(OC)C(OC)=C(OC)C=C3CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCC3=CC(OC)=C(OC)C(OC)=C3C2CC2=CC(OC)=C(OC)C(OC)=C2)=CC(OC)=C1OC,Doxacuriumchloride
296,296,DB00672,Q09428,P11712|P33261|P23219,hsa:6833,CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1,Chlorpropamide
297,297,DB05246,O43497,P33261,hsa:8913,CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1,Methsuximide
298,298,DB00822,P05091|P09172,P05181|P11712|P08684|P20815|P05177|P10635,hsa:217|hsa:1621,CCN(CC)C(=S)SSC(=S)N(CC)CC,Disulfiram
299,299,DB13953,P03372|O75469|Q92731|P43681|Q15596|Q99527|P00846|Q14457|P37059|P62508,P05177|P22309|P08684|P20815|P24462|P04798|Q16678|P33261|P10632|P11712,hsa:2099|hsa:8856|hsa:2100|hsa:1137|hsa:10499|hsa:2852|hsa:4508|hsa:8678|hsa:3294|hsa:2104,[H][C@]1(O)CC[C@@]2([H])[C@]3([H])CCC4=CC(OC(=O)C5=CC=CC=C5)=CC=C4[C@@]3([H])CC[C@]12C,Estradiolbenzoate
300,300,DB01114,P35367|P31645|P23975|Q01959,P24462|P08684|P10635|P20815,hsa:3269|hsa:6532|hsa:6530|hsa:6531,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,Chlorphenamine
301,301,DB09123,P06401|P10275,P08684,hsa:5241|hsa:367,[H][C@@]12CC[C@@](O)(CC#N)[C@@]1(C)CCC1=C3CCC(=O)C=C3CC[C@@]21[H],Dienogest
302,302,DB01408,P07550,P06276,hsa:154,CN(C)C(=O)OC1=CC(=CC(OC(=O)N(C)C)=C1)C(O)CNC(C)(C)C,Bambuterol
303,303,DB00677,P22303|P06276|P02787,P06276,hsa:43|hsa:590|hsa:7018,CC(C)OP(F)(=O)OC(C)C,Isoflurophate
304,304,DB01235,P21728|P21918|P14416|P35462|P21917,P20711|P10635,hsa:1812|hsa:1816|hsa:1813|hsa:1814|hsa:1815,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,Levodopa
305,305,DB00589,P14416|P35462|P21917|P21728|P21918|P08908|P28221|P41595|P28223|P28335|P28222|P08913|P18089|P18825|P34969,P10635|P08684,hsa:1813|hsa:1814|hsa:1815|hsa:1812|hsa:1816|hsa:3350|hsa:3352|hsa:3357|hsa:3356|hsa:3358|hsa:3351|hsa:150|hsa:151|hsa:152|hsa:3363,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@@H](CN2C)NC(=O)N(CC)CC,Lisuride
